raca,sexo,turno_parto,historico_parto,tipo_parto,peso_mae_kg,peso_nascimento_kg,peso_360_dias_kg
Nelore,F,Noite,Primípara,Normal,435.2,30.7,250.4
Nelore,M,Manhã,Primípara,Distocia,474.5,28.8,250.9
Nelore,F,Manhã,Multípara,Normal,472.0,25.5,231.7
Nelore,M,Noite,Primípara,Normal,441.9,28.9,282.2
Nelore,M,Noite,Multípara,Normal,400.0,29.6,268.8
Nelore,F,Noite,Multípara,Normal,462.2,33.1,252.7
Nelore,M,Tarde,Multípara,Normal,472.1,32.5,276.1
Nelore,F,Manhã,Primípara,Normal,479.0,32.6,268.4
Nelore,M,Tarde,Multípara,Normal,464.0,30.0,279.6
Nelore,F,Tarde,Multípara,Normal,439.2,32.6,240.4
Nelore,M,Manhã,Multípara,Normal,489.8,40.5,283.9
Nelore,F,Tarde,Multípara,Normal,452.6,31.1,275.6
Nelore,F,Tarde,Primípara,Normal,431.4,31.1,235.3
Nelore,F,Manhã,Primípara,Normal,442.8,30.6,256.7
Nelore,F,Tarde,Multípara,Normal,380.2,25.7,247.0
Nelore,F,Tarde,Multípara,Normal,442.7,31.8,255.1
Nelore,M,Noite,Multípara,Normal,477.5,32.9,279.2
Nelore,M,Manhã,Multípara,Normal,463.6,31.2,263.0
Nelore,M,Manhã,Multípara,Normal,510.8,29.3,265.2
Nelore,F,Tarde,Multípara,Normal,439.5,32.1,258.1
Nelore,M,Manhã,Multípara,Normal,469.5,29.1,293.0
Nelore,F,Tarde,Primípara,Normal,481.7,34.9,262.3
Nelore,F,Tarde,Multípara,Normal,543.7,30.3,258.2
Nelore,M,Manhã,Primípara,Normal,455.8,26.8,276.3
Nelore,M,Tarde,Multípara,Normal,408.2,30.5,261.6
Nelore,F,Tarde,Multípara,Normal,483.9,29.2,256.3
Nelore,M,Manhã,Multípara,Normal,524.6,39.2,309.8
Nelore,F,Noite,Primípara,Normal,437.1,25.8,232.8
Nelore,F,Noite,Multípara,Normal,483.6,29.7,254.0
Nelore,F,Tarde,Primípara,Normal,499.1,26.9,270.7
Nelore,F,Tarde,Multípara,Normal,490.7,31.5,267.1
Nelore,F,Tarde,Primípara,Normal,455.0,26.9,256.2
Nelore,M,Noite,Multípara,Normal,422.1,28.6,256.2
Nelore,M,Tarde,Multípara,Normal,446.7,31.4,291.2
Nelore,F,Tarde,Multípara,Distocia,468.3,29.1,248.2
Nelore,F,Noite,Multípara,Normal,486.3,28.2,233.0
Nelore,M,Manhã,Primípara,Normal,463.4,28.9,280.7
Nelore,M,Noite,Primípara,Distocia,434.8,34.1,266.7
Nelore,F,Manhã,Multípara,Normal,472.2,29.0,232.4
Nelore,M,Manhã,Multípara,Normal,484.4,28.6,278.2
Nelore,F,Manhã,Primípara,Normal,465.2,27.1,251.5
Nelore,M,Noite,Multípara,Normal,416.6,32.2,277.2
Nelore,F,Noite,Multípara,Normal,442.7,26.0,237.6
Nelore,M,Tarde,Primípara,Normal,487.9,35.4,290.2
Nelore,F,Tarde,Primípara,Normal,394.7,31.1,274.1
Nelore,M,Tarde,Primípara,Normal,366.3,34.8,260.2
Nelore,M,Noite,Multípara,Normal,510.3,33.2,302.5
Nelore,F,Tarde,Multípara,Normal,470.5,23.7,237.6
Nelore,M,Manhã,Multípara,Normal,474.3,36.6,284.9
Nelore,F,Manhã,Multípara,Distocia,406.9,27.4,226.5
Nelore,M,Tarde,Primípara,Normal,479.5,28.2,258.1
Nelore,F,Tarde,Multípara,Normal,461.0,30.5,245.7
Nelore,M,Manhã,Multípara,Distocia,386.6,36.1,270.3
Nelore,F,Manhã,Primípara,Normal,507.0,31.7,244.1
Nelore,M,Noite,Multípara,Normal,456.3,34.7,293.8
Nelore,F,Manhã,Multípara,Normal,434.2,29.1,233.7
Nelore,M,Tarde,Multípara,Normal,434.9,31.0,257.9
Nelore,F,Noite,Multípara,Normal,369.4,31.0,227.5
Nelore,F,Tarde,Primípara,Normal,473.7,28.1,274.9
Nelore,F,Manhã,Primípara,Normal,460.5,31.2,230.8
Nelore,M,Tarde,Multípara,Normal,442.2,34.5,290.3
Nelore,F,Noite,Primípara,Distocia,501.1,30.3,239.3
Nelore,M,Tarde,Multípara,Normal,394.6,24.4,248.6
Nelore,F,Noite,Multípara,Distocia,426.1,30.4,244.6
Nelore,M,Manhã,Multípara,Distocia,416.0,31.7,270.7
Nelore,F,Tarde,Multípara,Normal,438.8,30.5,241.4
Nelore,M,Tarde,Multípara,Normal,452.7,29.7,258.5
Nelore,M,Noite,Multípara,Normal,467.2,28.0,280.1
Nelore,F,Manhã,Multípara,Distocia,436.1,31.4,248.0
Nelore,M,Noite,Primípara,Normal,414.9,29.4,264.9
Nelore,M,Tarde,Primípara,Normal,517.4,32.2,296.0
Nelore,F,Manhã,Multípara,Normal,546.5,28.0,254.1
Nelore,M,Manhã,Primípara,Normal,455.7,34.7,277.8
Nelore,M,Noite,Primípara,Distocia,419.7,33.5,269.3
Nelore,M,Manhã,Primípara,Normal,509.0,31.4,293.6
Nelore,F,Manhã,Multípara,Normal,392.1,29.4,243.4
Nelore,M,Manhã,Multípara,Normal,436.6,34.6,290.5
Nelore,F,Noite,Primípara,Normal,422.2,29.7,235.9
Nelore,M,Tarde,Multípara,Distocia,403.6,32.7,283.8
Nelore,M,Tarde,Multípara,Normal,438.8,35.1,282.0
Nelore,M,Manhã,Primípara,Distocia,415.4,34.8,270.3
Nelore,F,Tarde,Multípara,Normal,450.5,26.2,224.9
Nelore,M,Tarde,Multípara,Normal,451.1,28.8,270.0
Nelore,M,Noite,Multípara,Normal,425.1,29.7,276.8
Nelore,F,Noite,Multípara,Distocia,435.2,25.5,235.7
Nelore,M,Manhã,Primípara,Distocia,440.8,30.3,283.1
Nelore,F,Tarde,Multípara,Normal,482.4,31.8,265.6
Nelore,F,Manhã,Primípara,Normal,444.1,28.4,248.5
Nelore,M,Tarde,Multípara,Normal,483.0,30.4,275.6
Nelore,F,Manhã,Multípara,Normal,473.4,33.4,254.0
Nelore,M,Manhã,Multípara,Normal,472.9,32.4,296.1
Nelore,F,Manhã,Primípara,Normal,505.5,29.5,268.6
Nelore,F,Tarde,Multípara,Distocia,405.2,33.5,229.0
Nelore,M,Manhã,Multípara,Normal,431.1,31.6,284.9
Nelore,F,Tarde,Multípara,Normal,520.5,36.2,283.8
Nelore,F,Tarde,Multípara,Normal,439.7,28.7,231.7
Nelore,F,Manhã,Multípara,Normal,337.4,36.0,254.6
Nelore,F,Tarde,Multípara,Distocia,441.9,27.1,218.9
Nelore,F,Manhã,Multípara,Normal,455.4,31.6,225.5
Nelore,M,Tarde,Multípara,Normal,345.3,30.1,257.6
Nelore,F,Tarde,Multípara,Distocia,503.4,33.4,259.5
Nelore,M,Manhã,Multípara,Normal,421.5,30.6,270.8
Nelore,F,Manhã,Primípara,Normal,463.1,29.4,284.8
Nelore,M,Manhã,Multípara,Normal,441.0,30.0,278.3
Nelore,M,Noite,Multípara,Normal,398.5,34.8,281.1
Nelore,F,Tarde,Primípara,Normal,407.2,26.5,240.1
Nelore,F,Tarde,Multípara,Normal,412.6,35.1,251.7
Nelore,F,Tarde,Multípara,Normal,493.4,27.0,260.2
Nelore,M,Manhã,Multípara,Normal,444.1,28.0,273.4
Nelore,F,Tarde,Multípara,Normal,429.1,32.9,257.8
Nelore,M,Tarde,Primípara,Normal,412.6,28.7,258.7
Nelore,M,Manhã,Primípara,Normal,497.8,30.5,264.6
Nelore,M,Manhã,Multípara,Normal,508.6,31.0,280.4
Nelore,F,Manhã,Primípara,Normal,497.4,24.6,246.9
Nelore,F,Tarde,Primípara,Normal,469.7,28.3,243.3
Nelore,M,Noite,Multípara,Normal,461.6,35.8,294.7
Nelore,M,Manhã,Multípara,Normal,401.4,35.0,277.4
Nelore,F,Tarde,Multípara,Normal,440.2,30.7,255.4
Nelore,M,Manhã,Multípara,Normal,422.6,35.3,272.5
Nelore,F,Noite,Primípara,Normal,377.0,25.3,229.7
Nelore,M,Manhã,Primípara,Distocia,492.3,29.5,262.5
Nelore,F,Tarde,Multípara,Normal,422.2,31.2,230.3
Nelore,M,Tarde,Multípara,Normal,497.8,31.6,284.2
Nelore,F,Tarde,Primípara,Normal,485.3,27.8,268.1
Nelore,M,Tarde,Multípara,Normal,472.3,28.4,256.8
Nelore,F,Manhã,Primípara,Normal,474.5,22.3,235.7
Nelore,F,Manhã,Multípara,Distocia,425.4,32.5,252.0
Nelore,M,Manhã,Primípara,Normal,524.3,31.2,316.8
Nelore,M,Manhã,Primípara,Distocia,451.7,33.2,267.4
Nelore,F,Tarde,Primípara,Normal,462.1,27.2,237.2
Nelore,M,Manhã,Multípara,Distocia,424.0,29.9,246.8
Nelore,F,Manhã,Multípara,Normal,412.8,30.0,258.1
Nelore,M,Tarde,Multípara,Normal,469.1,34.6,278.9
Nelore,F,Noite,Multípara,Normal,458.7,29.3,245.1
Nelore,F,Tarde,Multípara,Normal,418.4,32.4,229.1
Nelore,F,Manhã,Primípara,Normal,392.5,25.5,240.7
Nelore,F,Manhã,Multípara,Normal,399.2,29.5,255.1
Nelore,F,Noite,Multípara,Normal,497.8,29.8,266.8
Nelore,F,Manhã,Multípara,Normal,425.5,33.7,236.3
Nelore,M,Manhã,Primípara,Normal,436.4,31.1,283.1
Nelore,M,Tarde,Multípara,Normal,508.0,37.2,281.7
Nelore,M,Tarde,Primípara,Distocia,405.1,26.5,250.1
Nelore,F,Tarde,Multípara,Normal,420.9,30.4,249.1
Nelore,F,Manhã,Primípara,Normal,419.2,29.0,246.7
Nelore,F,Manhã,Multípara,Normal,514.7,31.9,270.8
Nelore,F,Noite,Multípara,Normal,529.7,27.6,255.8
Nelore,M,Manhã,Multípara,Distocia,480.1,37.1,263.6
Nelore,M,Tarde,Multípara,Normal,481.3,32.0,291.2
Nelore,F,Tarde,Multípara,Normal,426.8,26.7,239.5
Nelore,M,Tarde,Multípara,Normal,527.9,32.0,280.7
Nelore,M,Manhã,Multípara,Normal,460.7,31.1,260.4
Nelore,F,Manhã,Multípara,Normal,484.1,38.3,294.5
Nelore,M,Tarde,Multípara,Distocia,445.8,35.1,292.0
Nelore,F,Noite,Primípara,Normal,439.3,28.6,253.5
Nelore,M,Noite,Multípara,Normal,516.5,31.7,281.0
Nelore,F,Manhã,Multípara,Normal,471.6,32.9,230.2
Nelore,F,Manhã,Multípara,Normal,508.1,33.0,275.4
Nelore,F,Noite,Multípara,Distocia,460.2,21.3,224.1
Nelore,F,Tarde,Multípara,Normal,416.1,31.9,245.2
Nelore,M,Noite,Primípara,Normal,426.7,30.6,286.5
Nelore,F,Manhã,Primípara,Normal,454.1,24.6,247.2
Nelore,F,Tarde,Primípara,Normal,424.9,31.1,251.2
Nelore,F,Tarde,Multípara,Normal,405.7,36.7,260.6
Nelore,M,Tarde,Multípara,Normal,498.1,33.7,292.0
Nelore,F,Tarde,Multípara,Normal,428.2,33.3,263.1
Nelore,M,Manhã,Multípara,Distocia,455.5,37.4,274.1
Nelore,F,Tarde,Primípara,Normal,461.8,26.0,246.9
Nelore,M,Manhã,Multípara,Normal,426.5,26.4,251.5
Nelore,M,Tarde,Multípara,Normal,508.0,34.0,309.7
Nelore,F,Noite,Multípara,Normal,405.3,29.3,247.8
Nelore,M,Manhã,Multípara,Normal,460.5,27.9,263.0
Nelore,F,Noite,Multípara,Normal,459.8,29.8,251.9
Nelore,F,Manhã,Multípara,Distocia,447.8,32.2,234.9
Nelore,F,Tarde,Multípara,Distocia,398.1,29.6,249.2
Nelore,M,Noite,Primípara,Normal,484.8,28.1,295.0
Nelore,M,Manhã,Primípara,Normal,479.7,29.8,287.4
Nelore,F,Manhã,Multípara,Normal,423.0,29.9,264.5
Nelore,F,Tarde,Multípara,Normal,478.3,24.2,241.6
Nelore,M,Manhã,Multípara,Normal,465.0,31.6,290.3
Nelore,F,Tarde,Multípara,Normal,398.8,26.0,246.9
Nelore,F,Noite,Multípara,Normal,415.8,32.0,249.8
Nelore,F,Tarde,Primípara,Normal,495.5,23.8,242.2
Nelore,M,Manhã,Multípara,Normal,462.4,35.0,300.7
Nelore,M,Tarde,Multípara,Normal,427.4,30.8,281.3
Nelore,M,Tarde,Primípara,Normal,415.7,28.9,258.0
Nelore,F,Manhã,Multípara,Distocia,429.4,30.9,212.9
Nelore,F,Tarde,Multípara,Distocia,432.2,27.4,228.7
Nelore,F,Tarde,Multípara,Normal,416.2,30.8,221.9
Nelore,M,Tarde,Multípara,Normal,380.3,29.8,252.2
Nelore,F,Manhã,Multípara,Normal,495.6,28.3,242.2
Nelore,F,Tarde,Multípara,Normal,488.8,31.2,252.0
Nelore,F,Manhã,Multípara,Normal,399.1,26.6,243.7
Nelore,F,Manhã,Multípara,Normal,455.5,26.2,253.8
Nelore,M,Noite,Primípara,Normal,413.9,31.2,278.8
Nelore,M,Tarde,Multípara,Normal,439.5,31.9,285.8
Nelore,F,Manhã,Primípara,Normal,436.2,29.0,253.3
Nelore,M,Manhã,Primípara,Distocia,432.9,31.5,236.2
Nelore,M,Manhã,Multípara,Normal,530.1,32.2,292.6
Nelore,F,Manhã,Primípara,Normal,432.4,30.3,226.6
Nelore,F,Manhã,Multípara,Normal,417.7,30.3,252.0
Nelore,M,Manhã,Primípara,Normal,419.5,24.5,231.5
Nelore,F,Tarde,Multípara,Normal,491.8,24.8,241.0
Nelore,M,Tarde,Primípara,Normal,383.9,36.3,287.4
Nelore,F,Tarde,Primípara,Normal,419.5,28.5,228.3
Nelore,M,Tarde,Primípara,Normal,507.9,33.4,303.6
Nelore,F,Manhã,Multípara,Normal,459.8,29.0,255.0
Nelore,M,Noite,Multípara,Normal,457.7,31.8,285.3
Nelore,M,Noite,Primípara,Normal,535.3,29.1,294.0
Nelore,M,Noite,Multípara,Normal,459.9,39.4,295.7
Nelore,F,Noite,Multípara,Normal,421.7,30.8,249.5
Nelore,M,Noite,Multípara,Normal,438.7,30.4,274.4
Nelore,M,Tarde,Multípara,Normal,404.6,27.0,260.7
Nelore,F,Manhã,Multípara,Normal,500.2,35.9,264.3
Nelore,F,Tarde,Primípara,Distocia,473.0,28.0,223.6
Nelore,M,Tarde,Multípara,Distocia,495.0,34.2,278.3
Nelore,M,Tarde,Multípara,Normal,498.5,34.6,289.0
Nelore,F,Tarde,Multípara,Normal,433.4,28.6,235.2
Nelore,F,Manhã,Primípara,Normal,412.2,30.5,255.8
Nelore,F,Manhã,Primípara,Distocia,447.9,26.7,217.3
Nelore,F,Noite,Multípara,Normal,415.1,27.0,235.3
Nelore,F,Tarde,Multípara,Normal,456.6,33.5,273.7
Nelore,M,Tarde,Multípara,Normal,495.3,31.5,296.5
Nelore,F,Manhã,Multípara,Normal,443.3,31.6,267.5
Nelore,M,Manhã,Primípara,Normal,456.0,31.7,273.1
Nelore,M,Noite,Multípara,Distocia,446.2,33.9,283.6
Nelore,M,Tarde,Multípara,Normal,482.1,27.3,260.4
Nelore,F,Tarde,Multípara,Normal,423.3,28.2,238.3
Nelore,M,Tarde,Primípara,Normal,362.1,29.5,258.5
Nelore,M,Tarde,Multípara,Normal,468.8,29.5,269.7
Nelore,F,Manhã,Multípara,Normal,489.5,31.3,254.8
Nelore,M,Tarde,Primípara,Normal,467.9,34.1,281.9
Nelore,M,Tarde,Multípara,Normal,424.4,36.0,274.5
Nelore,F,Tarde,Multípara,Normal,404.6,29.0,250.9
Nelore,M,Tarde,Primípara,Normal,469.8,31.4,279.2
Nelore,M,Noite,Multípara,Normal,455.7,33.3,286.6
Nelore,M,Manhã,Multípara,Normal,445.0,33.9,285.9
Nelore,F,Noite,Multípara,Distocia,522.9,27.4,245.0
Nelore,F,Manhã,Multípara,Normal,412.1,35.5,259.1
Nelore,F,Tarde,Multípara,Normal,521.0,32.8,263.9
Nelore,M,Manhã,Primípara,Normal,451.3,33.4,300.6
Nelore,M,Manhã,Multípara,Normal,376.6,35.6,287.1
Nelore,F,Tarde,Multípara,Normal,442.8,31.6,253.2
Nelore,M,Manhã,Multípara,Normal,488.4,28.9,272.7
Nelore,M,Tarde,Multípara,Normal,435.4,31.6,275.3
Nelore,F,Noite,Primípara,Normal,391.0,23.5,230.0
Nelore,F,Manhã,Multípara,Normal,443.4,31.2,270.1
Nelore,M,Tarde,Multípara,Normal,415.7,31.5,257.1
Nelore,M,Tarde,Primípara,Normal,469.7,30.4,286.8
Nelore,M,Tarde,Multípara,Normal,480.9,35.6,307.2
Nelore,F,Manhã,Multípara,Normal,407.7,28.6,222.4
Nelore,F,Manhã,Multípara,Normal,421.8,29.2,241.7
Nelore,F,Manhã,Primípara,Normal,480.3,28.6,238.2
Nelore,F,Manhã,Multípara,Normal,415.6,24.5,236.2
Nelore,M,Manhã,Primípara,Normal,406.7,29.7,263.5
Nelore,F,Tarde,Primípara,Normal,402.9,21.0,219.0
Nelore,F,Noite,Multípara,Normal,464.1,28.2,242.8
Nelore,F,Noite,Primípara,Normal,462.4,31.1,263.2
Nelore,F,Tarde,Primípara,Normal,422.6,29.8,248.2
Nelore,F,Manhã,Primípara,Normal,450.2,26.7,244.6
Nelore,M,Manhã,Primípara,Normal,511.1,30.6,287.6
Nelore,M,Manhã,Primípara,Normal,411.0,27.3,269.2
Nelore,F,Manhã,Multípara,Normal,371.9,30.0,235.1
Nelore,M,Tarde,Primípara,Normal,468.2,39.3,321.4
Nelore,F,Tarde,Primípara,Normal,445.6,34.0,244.6
Nelore,F,Manhã,Primípara,Normal,421.6,28.7,221.7
Nelore,M,Manhã,Multípara,Distocia,476.1,32.5,253.4
Nelore,M,Noite,Multípara,Distocia,483.6,29.1,242.7
Nelore,F,Tarde,Multípara,Distocia,361.7,27.6,228.8
Nelore,F,Manhã,Multípara,Normal,423.9,31.1,255.4
Nelore,F,Noite,Multípara,Normal,542.7,28.4,274.5
Nelore,M,Noite,Multípara,Normal,473.3,34.7,277.6
Nelore,F,Manhã,Primípara,Normal,477.0,33.2,271.0
Nelore,F,Manhã,Multípara,Normal,496.9,31.0,260.2
Nelore,F,Tarde,Multípara,Normal,450.7,30.3,252.9
Nelore,M,Noite,Multípara,Distocia,481.9,27.0,269.7
Nelore,F,Noite,Primípara,Normal,478.7,30.7,247.1
Nelore,F,Manhã,Multípara,Normal,471.6,26.6,275.7
Nelore,M,Manhã,Primípara,Normal,437.1,29.2,287.2
Nelore,F,Tarde,Primípara,Normal,456.9,31.4,248.1
Nelore,F,Tarde,Multípara,Normal,426.5,33.1,241.1
Nelore,M,Manhã,Multípara,Normal,450.5,30.6,275.5
Nelore,F,Noite,Multípara,Normal,403.3,28.8,242.1
Nelore,M,Tarde,Multípara,Normal,418.4,29.9,282.8
Nelore,M,Noite,Primípara,Distocia,438.7,26.9,241.5
Nelore,F,Noite,Primípara,Normal,412.3,26.6,239.3
Nelore,F,Tarde,Primípara,Normal,429.8,23.7,212.8
Nelore,F,Tarde,Multípara,Normal,443.4,32.0,259.4
Nelore,F,Tarde,Primípara,Normal,466.1,29.7,250.3
Nelore,M,Manhã,Primípara,Normal,488.0,32.2,309.4
Nelore,F,Tarde,Multípara,Normal,431.4,27.1,221.5
Nelore,M,Manhã,Primípara,Normal,503.4,26.9,291.7
Nelore,F,Tarde,Multípara,Distocia,487.5,30.2,225.6
Nelore,F,Manhã,Multípara,Normal,470.2,30.2,237.6
Nelore,F,Manhã,Multípara,Normal,456.1,29.6,229.7
Nelore,M,Manhã,Multípara,Normal,462.8,31.1,282.7
Nelore,F,Manhã,Multípara,Normal,497.5,35.1,255.9
Nelore,F,Tarde,Primípara,Normal,498.9,29.8,240.6
Nelore,F,Tarde,Multípara,Normal,503.4,35.9,275.2
Nelore,F,Tarde,Multípara,Normal,451.7,33.8,265.2
Nelore,M,Manhã,Primípara,Distocia,472.2,35.6,282.8
Nelore,F,Manhã,Primípara,Normal,503.7,25.3,244.3
Nelore,M,Manhã,Multípara,Normal,425.1,33.8,302.7
Nelore,M,Manhã,Multípara,Normal,437.3,30.7,276.6
Nelore,M,Noite,Multípara,Normal,450.6,27.0,277.3
Nelore,M,Manhã,Multípara,Normal,486.0,36.5,298.3
Nelore,M,Manhã,Primípara,Normal,486.6,29.6,266.4
Nelore,M,Manhã,Multípara,Normal,440.8,28.8,277.3
Nelore,F,Manhã,Multípara,Normal,389.7,28.8,230.0
Nelore,M,Tarde,Primípara,Normal,459.8,28.1,270.7
Nelore,M,Tarde,Multípara,Normal,413.3,29.9,273.0
Nelore,M,Manhã,Multípara,Normal,390.4,31.3,246.1
Nelore,F,Manhã,Multípara,Normal,399.4,35.2,236.1
Nelore,F,Manhã,Primípara,Normal,463.1,26.5,254.1
Nelore,M,Manhã,Multípara,Distocia,504.4,37.0,282.6
Nelore,F,Manhã,Multípara,Normal,451.6,32.5,249.2
Nelore,M,Noite,Multípara,Normal,458.5,33.2,286.2
Nelore,M,Tarde,Multípara,Distocia,497.3,34.2,278.1
Nelore,F,Tarde,Primípara,Distocia,388.2,28.5,232.1
Nelore,M,Tarde,Multípara,Normal,470.8,35.9,292.2
Nelore,F,Tarde,Multípara,Normal,449.5,31.7,256.6
Nelore,F,Tarde,Primípara,Normal,472.6,23.5,228.7
Nelore,M,Tarde,Multípara,Normal,430.7,32.9,281.6
Nelore,M,Tarde,Multípara,Normal,417.3,34.4,294.2
Nelore,F,Manhã,Multípara,Normal,455.6,29.1,241.9
Nelore,M,Tarde,Primípara,Normal,516.0,30.9,298.1
Nelore,M,Tarde,Multípara,Normal,484.4,30.2,280.0
Nelore,M,Noite,Multípara,Normal,429.7,27.9,275.4
Nelore,F,Tarde,Multípara,Normal,396.4,25.3,231.9
Nelore,F,Tarde,Multípara,Normal,382.7,25.4,228.0
Nelore,M,Manhã,Multípara,Normal,502.6,34.0,297.1
Nelore,F,Tarde,Primípara,Normal,411.8,21.0,236.4
Nelore,F,Manhã,Multípara,Normal,437.0,28.0,245.9
Nelore,F,Manhã,Multípara,Normal,502.8,27.7,257.9
Nelore,F,Manhã,Multípara,Normal,385.4,29.2,233.8
Nelore,F,Tarde,Primípara,Normal,509.7,22.9,260.1
Nelore,M,Manhã,Multípara,Normal,439.9,33.2,289.2
Nelore,M,Manhã,Multípara,Normal,404.1,28.2,264.5
Nelore,M,Noite,Multípara,Normal,440.1,35.4,285.5
Nelore,F,Manhã,Primípara,Normal,421.1,26.6,249.0
Nelore,F,Tarde,Primípara,Normal,467.6,28.2,240.9
Nelore,M,Tarde,Multípara,Normal,424.1,32.0,254.7
Nelore,F,Manhã,Primípara,Normal,373.5,29.2,237.5
Nelore,M,Tarde,Multípara,Normal,441.2,32.1,293.2
Nelore,M,Manhã,Primípara,Distocia,395.7,29.2,274.0
Nelore,M,Tarde,Multípara,Normal,458.2,33.0,282.5
Nelore,F,Tarde,Multípara,Normal,402.5,31.4,246.9
Nelore,F,Tarde,Multípara,Distocia,430.5,27.7,237.6
Nelore,M,Tarde,Multípara,Normal,457.3,33.3,281.1
Nelore,M,Manhã,Multípara,Normal,441.5,35.6,293.9
Nelore,M,Manhã,Primípara,Normal,460.0,32.6,282.0
Nelore,M,Tarde,Primípara,Normal,477.2,33.3,299.5
Nelore,F,Tarde,Multípara,Normal,403.7,30.5,253.0
Nelore,F,Noite,Multípara,Normal,447.4,27.2,252.3
Nelore,M,Noite,Multípara,Normal,316.8,29.6,251.5
Nelore,M,Noite,Multípara,Normal,459.9,33.0,307.0
Nelore,F,Tarde,Multípara,Normal,438.0,32.8,261.1
Nelore,F,Manhã,Multípara,Normal,410.7,38.4,268.0
Nelore,M,Tarde,Primípara,Normal,462.6,33.4,276.4
Nelore,M,Tarde,Multípara,Normal,496.9,28.5,277.1
Nelore,M,Manhã,Multípara,Normal,431.0,29.7,272.8
Nelore,F,Noite,Multípara,Normal,412.2,36.8,252.0
Nelore,F,Noite,Multípara,Normal,456.6,29.4,245.9
Nelore,F,Tarde,Multípara,Normal,396.6,30.1,240.4
Nelore,M,Manhã,Multípara,Distocia,423.6,29.1,259.5
Nelore,M,Manhã,Multípara,Normal,498.9,36.7,277.9
Nelore,F,Noite,Primípara,Normal,452.5,30.0,248.8
Nelore,F,Noite,Primípara,Normal,374.8,26.2,224.6
Nelore,M,Manhã,Multípara,Normal,378.1,29.0,261.5
Nelore,F,Manhã,Multípara,Normal,456.5,30.9,265.7
Nelore,F,Noite,Multípara,Normal,484.5,30.1,280.1
Nelore,M,Manhã,Primípara,Normal,385.3,33.0,280.9
Nelore,F,Tarde,Primípara,Normal,468.0,30.1,238.2
Nelore,M,Noite,Multípara,Normal,503.2,31.2,281.9
Nelore,M,Manhã,Multípara,Normal,525.5,30.4,294.4
Nelore,M,Tarde,Multípara,Distocia,463.2,31.5,276.6
Nelore,M,Manhã,Multípara,Normal,470.3,30.3,290.8
Nelore,M,Manhã,Primípara,Normal,364.7,30.1,261.3
Nelore,M,Noite,Multípara,Normal,534.0,32.0,288.4
Nelore,M,Tarde,Multípara,Normal,427.0,29.3,290.8
Nelore,F,Noite,Primípara,Normal,412.7,30.4,246.1
Nelore,M,Tarde,Multípara,Normal,439.8,30.9,263.5
Nelore,M,Manhã,Primípara,Normal,510.5,28.0,296.7
Nelore,F,Manhã,Primípara,Normal,538.3,27.4,238.9
Nelore,F,Manhã,Primípara,Normal,455.0,29.2,206.9
Nelore,F,Manhã,Primípara,Normal,489.9,28.7,262.1
Nelore,M,Manhã,Multípara,Distocia,451.7,33.3,284.4
Nelore,F,Manhã,Multípara,Distocia,408.5,32.7,245.5
Nelore,M,Tarde,Multípara,Normal,509.1,35.9,283.0
Nelore,M,Tarde,Multípara,Normal,425.1,32.9,277.7
Nelore,M,Tarde,Primípara,Normal,511.4,27.3,274.1
Nelore,M,Tarde,Primípara,Normal,501.9,29.7,275.6
Nelore,F,Manhã,Multípara,Normal,474.6,27.0,263.1
Nelore,F,Manhã,Multípara,Normal,523.2,35.1,261.1
Nelore,M,Tarde,Primípara,Normal,539.3,36.5,308.3
Nelore,M,Tarde,Multípara,Normal,443.0,34.0,298.2
Nelore,M,Manhã,Multípara,Normal,417.6,34.6,286.2
Nelore,F,Noite,Multípara,Normal,375.4,30.8,255.6
Nelore,M,Tarde,Multípara,Normal,539.8,33.1,303.0
Nelore,M,Tarde,Primípara,Normal,432.4,25.7,266.8
Nelore,F,Manhã,Multípara,Normal,495.4,29.8,260.7
Nelore,F,Tarde,Primípara,Normal,420.3,25.9,242.6
Nelore,M,Tarde,Multípara,Normal,511.5,32.8,286.7
Nelore,F,Tarde,Primípara,Normal,422.0,28.3,226.0
Nelore,F,Tarde,Multípara,Normal,402.3,35.8,268.9
Nelore,M,Noite,Primípara,Normal,441.7,33.2,295.8
Nelore,F,Tarde,Multípara,Normal,428.7,30.9,252.0
Nelore,M,Manhã,Multípara,Normal,473.9,31.2,275.0
Nelore,F,Tarde,Multípara,Distocia,447.9,35.0,233.6
Nelore,M,Tarde,Multípara,Normal,475.1,31.9,284.6
Nelore,M,Tarde,Multípara,Normal,438.4,33.0,264.6
Nelore,M,Manhã,Multípara,Normal,423.4,32.1,258.5
Nelore,F,Manhã,Multípara,Normal,426.7,28.8,243.2
Nelore,M,Noite,Multípara,Normal,531.8,32.1,283.4
Nelore,F,Tarde,Multípara,Normal,459.0,24.1,240.8
Nelore,M,Noite,Multípara,Normal,370.6,27.4,254.6
Nelore,M,Tarde,Multípara,Normal,429.2,33.0,272.2
Nelore,F,Tarde,Multípara,Normal,453.9,34.7,241.9
Nelore,M,Tarde,Multípara,Normal,523.8,33.0,283.4
Nelore,M,Noite,Multípara,Normal,491.1,29.8,271.0
Nelore,F,Tarde,Multípara,Normal,413.1,25.7,218.9
Nelore,M,Tarde,Primípara,Normal,546.7,32.9,292.7
Nelore,M,Manhã,Multípara,Normal,448.8,30.3,261.8
Nelore,M,Tarde,Multípara,Normal,499.9,33.9,290.3
